desk_id,status,campaign
J0001,Vacant,H & W
J0002,Occupied,H & W
J0003,Occupied,H & W
J0004,Occupied,H & W
J0005,Vacant,H & W
J0006,Occupied,H & W
J0007,Occupied,H & W
J0008,Occupied,H & W
J0009,Occupied,H & W
J0010,Occupied,H & W
J0011,Vacant,H & W
J0012,Vacant,H & W
J0013,Occupied,H & W
J0014,Occupied,H & W
J0015,Occupied,H & W
J0016,Occupied,H & W
J0017,Occupied,H & W
J0018,Occupied,H & W
J0019,Occupied,H & W
